question_id,question_text,option_A,option_B,option_C,option_D,correct_answer,section,category,difficulty,language
Q_1864,What is the legal consequence under Section 56 for permitting an unlicensed driver to operate your motorcycle?,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,Subject only to vehicle fitness checking,B,Section 56,rules,easy,en
Q_1865,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Honk continuously to force others ahead,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Slow down and prepare to stop,D,Section 134,signals,medium,en
Q_1866,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the police officer's hand signal,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,B,Section 112,signals,hard,en
Q_1867,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Stop completely before the stop line,Accelerate as fast as possible to beat the light,C,Section 112,signals,easy,en
Q_1868,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Follow the automatic green light,Stop and dispute with the officer,B,Section 190(2),signals,easy,en
Q_1869,What is the regulatory action required under Section 119 for the 'One Way' sign?,Applies only during night time,Strict compliance is mandatory,Applies only to heavy transport vehicles,It is only a recommendation,B,Section 180,signs,medium,en
Q_1870,"When you see the 'Compulsory Right Turn' warning sign, you must:",Stop the vehicle completely,Accelerate quickly to bypass the zone,Honk the horn continuously,Reduce speed and drive cautiously,D,Section 115,signs,hard,en
Q_1871,"While driving on State Highways, what is the standard right of way rules for stopping on a slope?",Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Honk and claim priority,B,Section 129,rules,hard,en
Q_1872,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Stop and dispute with the officer,Follow the automatic green light,B,Section 122,signals,medium,en
Q_1873,What is the legal consequence under Section 5 for permitting an unlicensed driver to operate your heavy truck?,No penalty if owner is riding with them,Subject only to vehicle fitness checking,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,C,Section 5,rules,medium,en
Q_1874,"AIIMS Trauma care protocols state that while moving an accident victim with suspected head trauma, you must:",Carry them over your shoulder immediately,Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,D,Section 194A,first_aid,hard,en
Q_1875,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Apply direct compression to bleeding or place in recovery position,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,B,Section 190(2),first_aid,easy,en
Q_1876,What is the legal consequence under Section 4 for permitting an unlicensed driver to operate your car?,Subject only to vehicle fitness checking,A minor warning fine of ₹500,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",D,Section 4,rules,easy,en
Q_1877,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,A,Section 115,first_aid,easy,en
Q_1878,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Honk continuously to force others ahead,Slow down and prepare to stop,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,B,Section 128,signals,easy,en
Q_1879,"Under Section 194, driving a vehicle at a speed of 103 km/h in a State Highways speed limit zone of 80 km/h is:",Subject only to verbal warnings,An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,Permitted under emergency situations,B,Section 194,rules,easy,en
Q_1880,"AIIMS Trauma care protocols state that while moving an accident victim with suspected head trauma, you must:",Carry them over your shoulder immediately,Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 56,first_aid,hard,en
Q_1881,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Stop right in the middle of the intersection,Proceed with speed if safe,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,B,Section 185,signals,hard,en
Q_1882,"While driving on Urban Roads, what is the standard right of way rules for intersection crossing?",Proceed with highest speed to clear early,Honk and claim priority,Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,D,Section 185,rules,medium,en
Q_1883,What does the traffic sign 'First Aid Post' represent?,Information about 'First Aid Post' lane,Warning of 'First Aid Post' ahead,Exemption from 'First Aid Post' rules,Mandatory 'First Aid Post' restriction,D,Section 112,signs,hard,en
Q_1884,"Under Section 181, driving a vehicle at a speed of 59 km/h in a State Highways speed limit zone of 40 km/h is:",Permitted under emergency situations,Subject only to verbal warnings,An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,C,Section 181,rules,easy,en
Q_1885,What is the regulatory action required under Section 119 for the 'Resting Place' sign?,Applies only to heavy transport vehicles,Strict compliance is mandatory,Applies only during night time,It is only a recommendation,B,Section 3,signs,medium,en
Q_1886,What does the traffic sign 'Straight Prohibited' represent?,Warning of 'Straight Prohibited' ahead,Exemption from 'Straight Prohibited' rules,Information about 'Straight Prohibited' lane,Mandatory 'Straight Prohibited' restriction,D,Section 112,signs,easy,en
Q_1887,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,C,Section 39,first_aid,hard,en
Q_1888,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,B,Section 177,first_aid,easy,en
Q_1889,What is the regulatory action required under Section 119 for the 'Road Work Ahead' sign?,It is only a recommendation,Applies only during night time,Applies only to heavy transport vehicles,Strict compliance is mandatory,D,Section 3,signs,medium,en
Q_1890,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Apply direct compression to bleeding or place in recovery position,Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,A,Section 134A,first_aid,hard,en
Q_1891,"While driving on State Highways, what is the standard right of way rules for intersection crossing?",Proceed with highest speed to clear early,Yield to the traffic coming from the right/main carriage,Honk and claim priority,Wait for signal from oncoming transport,B,Section 56,rules,easy,en
